Trajectories
100
,,benjamin:piedDroit1,,,benjamin:piedDroit2,,,benjamin:piedGauche1,,,benjamin:piedGauche2,,,benjamin:tibiaGauche2,,,benjamin:tibiaDroite2,,,benjamin:cuisseDroite2,,,benjamin:cuisseGauche2,,,benjamin:ventreGauche1,,,benjamin:torse2,,,benjamin:epauleDroite2,,,benjamin:epauleGauche2,,,benjamin:brasGauche2,,,benjamin:brasDroit2,,,benjamin:avantBrasDroit2,,,benjamin:avantBrasGauche2,,,benjamin:tete1,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
181,0,-651.828,955.317,86.5541,-771.736,1018.01,137.012,-711.67,1202.76,135.512,-590.646,1202.2,86.1334,-684.475,1247.95,508.397,-754.668,997.867,500.64,-723.347,1009.63,951.463,-667.828,1257.9,941.001,-656.943,1122.15,1140.6,-673.661,1137.07,1338.52,-795.574,948.277,1468.75,-703.576,1367.55,1445.08,-724.292,1408.9,1110.67,-901.48,874.016,1146.67,-815.027,927.374,918.736,-604.326,1321.22,917.756,-606.926,1151.79,1749.41
182,0,-651.81,955.323,86.5583,-771.732,1018.03,136.972,-711.68,1202.75,135.495,-590.621,1202.08,86.1189,-683.745,1248.26,508.51,-754.484,998.493,500.667,-723.345,1010.68,951.56,-668.299,1259.02,941.079,-657.001,1123.38,1140.34,-673.034,1138.36,1338.44,-794.425,948.69,1468.71,-703.741,1368.62,1445.06,-726.328,1410.85,1110.69,-899.662,872.141,1147.64,-814.053,928.544,918.987,-607.974,1325.87,915.793,-605.687,1152.94,1749.15
183,0,-651.753,955.369,86.5933,-771.697,1018.11,137.017,-711.639,1202.72,135.513,-590.649,1202.14,86.1855,-683.001,1248.54,508.639,-754.536,998.93,500.591,-723.294,1011.74,951.525,-668.669,1260.22,941.103,-657.104,1124.7,1139.99,-672.501,1139.78,1338.38,-792.526,949.837,1468.72,-703.86,1369.69,1445.04,-728.431,1413.15,1110.85,-898.641,873.132,1148.18,-813.213,929.634,919.267,-610.508,1331.57,914.58,-604.36,1154.19,1748.82
184,0,-651.806,955.392,86.6273,-771.703,1018.18,136.998,-711.655,1202.7,135.488,-590.685,1202.13,86.2245,-682.35,1248.62,508.622,-754.388,999.529,500.537,-723.291,1012.72,951.474,-669.029,1261.32,941.235,-657.271,1125.96,1139.64,-672.078,1141.55,1338.45,-790.989,950.827,1468.86,-703.995,1370.84,1445.01,-730.596,1415.51,1110.96,-897.448,875.739,1147.36,-812.52,930.334,919.42,-613.782,1336.99,912.897,-602.924,1155.38,1748.43
185,0,-651.793,955.42,86.6191,-771.688,1018.25,136.996,-711.647,1202.69,135.481,-590.667,1202.06,86.2774,-681.775,1248.75,508.601,-754.272,1000.08,500.523,-723.295,1013.69,951.424,-669.466,1262.59,941.472,-657.524,1127.36,1139.27,-671.543,1142.34,1337.83,-789.587,951.13,1468.71,-704.157,1371.97,1445,-732.749,1418.11,1111.22,-894.555,872.271,1148.87,-811.614,931.361,919.492,-616.955,1342.96,911.495,-601.607,1156.72,1748
186,0,-651.806,955.488,86.6912,-771.65,1018.34,137.055,-711.622,1202.72,135.469,-590.705,1202.04,86.3339,-681.149,1248.91,508.619,-754.124,1000.72,500.513,-723.306,1014.77,951.325,-669.789,1263.76,941.677,-657.813,1128.86,1138.93,-670.785,1143.73,1337.7,-787.757,951.834,1468.57,-704.288,1373.05,1444.96,-735.011,1420.71,1111.46,-894.351,873.879,1148.33,-810.825,932.49,919.669,-620.437,1348.65,909.749,-600.219,1157.99,1747.62
187,0,-651.804,955.495,86.6952,-771.596,1018.42,137.085,-711.576,1202.8,135.483,-590.753,1202.04,86.3744,-680.395,1249.13,508.754,-753.827,1001.49,500.511,-723.299,1015.67,951.26,-670.175,1264.94,941.826,-658.094,1130.35,1138.49,-670.272,1145.08,1337.37,-785.725,952.835,1468.9,-704.33,1374.19,1444.94,-737.35,1423.52,1111.74,-893.028,875.438,1148.56,-810.139,933.347,919.794,-623.885,1354.72,908.382,-598.895,1159.28,1747.2
188,0,-651.781,955.524,86.702,-771.529,1018.4,137.082,-711.547,1202.85,135.447,-590.762,1202.08,86.4493,-679.727,1249.43,508.813,-753.653,1002.03,500.57,-723.246,1016.6,951.211,-670.562,1266.03,941.968,-658.355,1131.94,1138.14,-669.75,1146.42,1336.95,-784.028,953.891,1468.35,-704.354,1375.46,1444.99,-739.717,1426.41,1112.11,-891.755,877.295,1147.84,-809.466,934.085,920.07,-628.412,1359.88,906.083,-597.406,1160.61,1746.72
189,0,-651.806,955.552,86.7371,-771.538,1018.48,137.118,-711.499,1202.91,135.443,-590.789,1202.08,86.4998,-679.04,1249.73,508.837,-753.507,1002.52,500.738,-723.128,1017.63,951.199,-670.941,1267.16,942.035,-658.795,1133.54,1137.77,-669.223,1147.59,1336.6,-782.668,954.685,1468.66,-704.417,1376.65,1444.95,-742.095,1429.33,1112.45,-890.23,875.596,1148.83,-809.166,934.575,920.185,-632.064,1366.1,904.509,-595.935,1161.97,1746.32
190,0,-651.788,955.542,86.7546,-771.523,1018.54,137.143,-711.457,1203.02,135.443,-590.831,1202.08,86.5467,-678.404,1250.1,508.953,-753.322,1002.91,500.8,-723.083,1018.68,951.118,-671.242,1268.34,942.138,-659.196,1134.98,1137.3,-668.715,1148.98,1336.29,-781.032,955.601,1468.66,-704.422,1377.92,1444.98,-744.447,1432.45,1112.86,-889.228,875.738,1149.11,-808.875,934.943,920.177,-635.715,1372.93,903.735,-594.53,1163.2,1745.85
191,0,-651.793,955.585,86.7759,-771.547,1018.66,137.184,-711.39,1203.15,135.408,-590.913,1202.1,86.5986,-677.664,1250.63,509.214,-753.078,1003.32,500.923,-723.008,1019.72,951.049,-671.553,1269.26,942.25,-659.444,1136.52,1136.92,-668,1150.86,1336.17,-779.163,956.338,1468.64,-704.362,1379.11,1444.88,-746.765,1435.62,1113.37,-888.012,877.442,1149.09,-808.455,935.561,920.099,-639.116,1380.16,903.338,-592.998,1164.68,1745.46
192,0,-651.795,955.651,86.8343,-771.515,1018.73,137.173,-711.353,1203.34,135.461,-590.951,1202.06,86.7012,-677.119,1251.24,509.615,-752.823,1003.75,501.046,-723.067,1020.77,950.864,-671.909,1270.4,942.392,-659.693,1138.16,1136.57,-667.391,1152.02,1335.68,-777.856,957.924,1468.42,-704.275,1380.46,1444.88,-749.09,1438.77,1113.91,-886.914,879.409,1148.58,-808.152,936.019,919.995,-642.963,1386.7,902.036,-591.574,1165.92,1744.92
193,0,-651.814,955.691,86.8828,-771.479,1018.9,137.284,-711.303,1203.48,135.436,-591.011,1202.13,86.867,-676.406,1251.5,509.561,-752.534,1004.17,501.151,-722.978,1021.67,950.755,-672.269,1271.39,942.367,-659.969,1139.64,1136.21,-666.774,1153.46,1335.35,-776.339,960.62,1467.27,-704.283,1381.77,1444.84,-751.423,1441.97,1114.4,-884.52,875.907,1150.13,-807.901,936.457,919.952,-646.811,1393.27,900.824,-590.13,1167.22,1744.44
194,0,-651.803,955.77,86.9815,-771.437,1019,137.313,-711.236,1203.63,135.465,-591.129,1202.11,86.915,-675.731,1251.85,509.678,-752.511,1004.53,501.319,-722.969,1022.48,950.623,-672.561,1272.32,942.396,-660.238,1141.02,1135.79,-666.311,1154.73,1334.95,-774.865,961.241,1467.12,-704.241,1383,1444.73,-753.752,1445.16,1114.99,-885.144,878.235,1149.66,-807.756,936.833,919.789,-651.492,1399.02,899.213,-588.662,1168.6,1744.01
195,0,-651.825,955.845,87.0898,-771.382,1019.17,137.392,-711.518,1203.69,135.43,-591.184,1202.21,87.0079,-675.147,1252.35,509.897,-751.68,1005.08,501.25,-722.986,1023.3,950.56,-672.83,1273.22,942.338,-660.412,1142.42,1135.45,-665.75,1156.21,1334.55,-773.172,961.692,1467.77,-704.242,1384.02,1444.27,-756.147,1448.27,1115.56,-884.275,879.72,1149.78,-807.657,937.215,919.696,-654.878,1406.57,899.244,-587.231,1169.91,1743.5
196,0,-651.852,955.951,87.2322,-771.335,1019.28,137.418,-711.174,1204.02,135.532,-591.203,1202.18,87.0497,-674.231,1252.58,509.857,-751.082,1005.62,501.371,-722.908,1024.09,950.409,-672.98,1274.22,942.324,-660.644,1144.01,1135.11,-665.096,1157.49,1334.17,-771.513,962.645,1467.61,-704.167,1385.34,1444.18,-758.458,1451.46,1115.99,-883.719,881.116,1149.39,-807.648,937.476,919.718,-658.936,1413.17,898.2,-585.812,1171.17,1743.06
197,0,-651.889,956.023,87.3332,-771.278,1019.44,137.502,-711.151,1204.18,135.501,-591.226,1202.21,87.074,-673.282,1252.83,509.951,-750.393,1006.16,501.447,-722.869,1024.77,950.349,-673.121,1275.15,942.368,-660.893,1145.56,1134.84,-664.34,1159.23,1333.99,-769.983,963.312,1467.57,-703.99,1386.8,1444.1,-760.73,1454.64,1116.58,-883.208,882.612,1149.22,-807.581,937.664,919.661,-662.967,1419.38,897.219,-584.402,1172.48,1742.68
198,0,-651.858,956.146,87.5488,-771.164,1019.59,137.599,-711.057,1204.3,135.492,-591.234,1202.22,87.1522,-672.403,1253.2,510.078,-749.751,1006.61,501.606,-722.863,1025.55,950.232,-673.342,1276.01,942.325,-661.131,1147.1,1134.58,-663.691,1160.47,1333.62,-768.733,965.258,1467.34,-703.735,1388.12,1443.84,-763.009,1457.66,1117.12,-882.823,883.427,1149.43,-807.632,937.729,919.703,-666.974,1425.46,896.323,-583.127,1173.68,1742.22
199,0,-651.875,956.264,87.7806,-771.019,1019.71,137.671,-711.399,1204.1,135.277,-591.29,1202.26,87.2856,-671.511,1253.54,510.151,-749.053,1006.99,501.822,-722.812,1026.55,950.249,-673.368,1276.86,942.294,-661.332,1148.79,1134.46,-663.025,1161.93,1333.31,-767.643,966.317,1467.13,-703.48,1389.34,1443.56,-765.158,1460.77,1117.63,-882.367,883.429,1150.01,-807.672,937.781,919.764,-670.864,1431.87,896.249,-581.823,1174.9,1741.69
200,0,-651.912,956.332,87.9623,-770.882,1019.86,137.743,-711.395,1204.23,135.31,-591.38,1202.3,87.3744,-670.847,1253.69,510.086,-748.396,1007.18,501.952,-723.441,1026.89,950.205,-673.286,1277.81,942.362,-661.695,1150.45,1134.28,-662.451,1163.09,1333.06,-766.922,966.718,1467.34,-703.082,1390.8,1443.41,-767.234,1463.85,1118.21,-882.263,883.857,1150.41,-807.689,937.821,919.909,-674.676,1437.77,895.552,-580.454,1176.13,1741.27
201,0,-651.98,956.487,88.3638,-770.846,1020.06,137.801,-710.829,1204.76,135.574,-591.467,1202.38,87.4943,-670.12,1253.89,510,-747.732,1007.33,502.149,-722.709,1027.88,950.422,-673.362,1278.44,942.068,-662.12,1151.92,1134.01,-661.801,1164.43,1332.71,-765.699,969.651,1466.86,-702.719,1392.1,1443.15,-769.28,1466.82,1118.79,-882.311,885.01,1150.59,-807.746,937.775,920.065,-678.526,1443.45,894.826,-579.274,1177.37,1740.91
202,0,-651.934,956.489,88.3886,-770.768,1020.26,137.896,-710.829,1204.8,135.552,-591.638,1202.16,87.2042,-669.506,1254.16,509.859,-746.908,1007.45,502.312,-722.401,1028.44,950.545,-673.234,1279.1,941.849,-662.504,1153.35,1133.88,-661.226,1165.71,1332.44,-764.624,970.866,1466.83,-702.193,1393.45,1442.88,-771.282,1469.69,1119.28,-882.051,886.677,1150.83,-807.852,937.783,920.251,-681.91,1449.35,894.964,-578.096,1178.66,1740.45
203,0,-652.062,956.669,88.7378,-770.74,1020.44,137.94,-710.835,1204.79,135.493,-591.551,1202.33,87.4662,-668.909,1254.4,509.747,-746.02,1007.68,502.542,-721.961,1029.18,950.756,-672.889,1279.87,941.817,-662.733,1154.63,1133.69,-660.825,1166.7,1332.02,-764.052,971.69,1466.76,-701.752,1394.62,1442.51,-773.183,1472.54,1119.82,-882.01,888.651,1151.01,-807.882,937.795,920.553,-685.541,1454.73,894.501,-576.955,1180.09,1740.09
204,0,-652.072,956.692,88.8132,-770.878,1020.71,137.956,-710.827,1204.6,135.348,-591.585,1202.24,87.4704,-668.526,1254.48,509.61,-745.15,1007.9,502.714,-721.709,1029.76,950.964,-672.496,1280.61,941.821,-662.588,1155.67,1133.39,-660.255,1168.16,1332.03,-763.174,971.976,1467.38,-701.17,1395.95,1442.24,-774.949,1475.25,1120.33,-882.057,889.996,1151.4,-807.879,937.733,920.77,-688.713,1460.04,894.321,-575.891,1181.18,1739.67
205,0,-652.151,956.754,89.1445,-770.886,1020.92,138.036,-710.86,1204.57,135.277,-591.59,1202.19,87.5345,-668.322,1254.42,509.5,-744.363,1008.1,502.848,-721.4,1030.31,951.186,-672.213,1281.07,941.638,-662.279,1156.39,1133.14,-659.758,1169.81,1332.08,-762.435,973.723,1467.44,-700.657,1397.14,1441.82,-776.563,1477.96,1120.81,-882.206,890.756,1151.89,-807.808,937.696,921.186,-691.889,1465.26,894.413,-574.885,1182.59,1739.33
206,0,-652.284,956.834,89.6175,-771.011,1021.08,138.091,-710.903,1204.55,135.248,-591.636,1202.12,87.574,-668.265,1254.24,509.33,-743.902,1008.17,503.03,-721.112,1030.84,951.308,-671.797,1281.57,941.487,-661.809,1157.14,1132.92,-659.243,1170.57,1331.71,-762.008,974.986,1467.29,-700.051,1398.42,1441.53,-778.075,1480.45,1121.23,-882.468,891.524,1152.33,-807.844,937.621,921.536,-694.997,1469.71,893.83,-573.998,1183.97,1739.08
207,0,-652.586,957,90.1776,-771.168,1021.23,138.185,-711.018,1204.54,135.134,-591.698,1202.07,87.7154,-668.259,1254.06,509.212,-742.743,1008.28,503.155,-720.7,1031.39,951.451,-671.213,1282.11,941.462,-661.344,1157.84,1132.73,-658.688,1171.69,1331.69,-761.711,975.973,1467.67,-699.536,1399.67,1441.15,-779.464,1482.94,1121.67,-882.736,891.711,1152.59,-807.844,937.629,921.901,-697.692,1474.4,893.921,-573.13,1185.29,1738.83
208,0,-652.86,957.286,90.8239,-771.349,1021.38,138.308,-711.553,1203.81,135.077,-591.764,1201.99,87.8556,-668.211,1253.99,509.107,-741.933,1008.23,503.244,-720.293,1031.91,951.561,-670.704,1282.55,941.283,-660.856,1158.61,1132.7,-658.269,1172.62,1331.53,-761.812,977.422,1467.61,-698.945,1400.92,1440.76,-780.734,1485.41,1122.07,-883.127,893.375,1152.97,-807.778,937.717,922.176,-700.545,1478.63,893.767,-572.377,1186.62,1738.61
209,0,-653.09,957.606,91.4001,-771.474,1021.54,138.48,-711.583,1203.77,135.112,-591.817,1201.95,88.0188,-668.191,1254.06,508.947,-741.333,1008.1,503.342,-719.768,1032.49,951.717,-670.068,1283,941.172,-660.491,1159.07,1132.4,-657.805,1173.5,1331.35,-761.704,978.955,1467.19,-698.406,1402.1,1440.37,-781.844,1487.81,1122.38,-883.453,894.547,1153.42,-807.684,937.844,922.474,-702.864,1482.72,893.86,-571.782,1187.84,1738.46
210,0,-653.278,957.857,92.0909,-771.631,1021.67,138.653,-711.618,1203.8,135.11,-591.872,1201.87,88.1316,-668.145,1254.28,508.724,-740.043,1008.04,503.458,-719.111,1033.06,951.939,-669.279,1283.47,941.122,-659.795,1159.96,1132.55,-657.24,1174.45,1331.4,-761.153,979.998,1467.49,-697.819,1403.24,1439.97,-782.854,1489.91,1122.63,-883.975,895.695,1153.93,-807.473,938.156,922.877,-705.102,1486.72,894.131,-571.165,1189.15,1738.31
211,0,-653.446,958.068,92.7145,-771.773,1021.86,138.812,-711.649,1203.84,135.158,-591.917,1201.81,88.2512,-668.137,1254.45,508.334,-738.948,1008,503.584,-718.517,1033.61,952.108,-668.429,1283.89,941.007,-659.336,1160.56,1132.54,-656.678,1175.4,1331.36,-760.81,980.641,1468.16,-697.266,1404.34,1439.51,-783.738,1492,1122.91,-884.376,896.433,1154.47,-807.389,938.62,923.332,-707.187,1490.03,893.732,-570.654,1190.46,1738.16
212,0,-653.668,958.244,93.2718,-771.937,1022.13,139.041,-711.67,1203.85,135.107,-591.954,1201.79,88.32,-667.843,1254.84,508.348,-737.999,1008.04,503.729,-718.332,1033.87,952.307,-667.69,1284.26,940.927,-658.678,1161.02,1132.53,-656.212,1176.22,1331.31,-760.829,982.319,1468.22,-696.713,1405.43,1439.09,-784.525,1493.84,1123.02,-884.792,897.788,1154.83,-807.585,938.977,923.743,-708.992,1493.11,893.483,-570.176,1191.74,1738.07
213,0,-653.938,958.645,94.0953,-772.097,1022.46,139.33,-711.69,1203.92,135.098,-591.993,1201.81,88.3851,-667.675,1255.11,508.151,-736.93,1007.87,503.742,-717.537,1034.36,952.389,-667.076,1284.61,940.779,-658.146,1161.43,1132.61,-655.715,1177.14,1331.48,-760.953,983.669,1468.4,-696.222,1406.54,1438.72,-785.184,1495.66,1123.12,-884.889,899.13,1155.27,-807.311,939.645,924.117,-710.497,1496,893.194,-569.763,1193.21,1738.08
214,0,-654.15,958.892,95.0123,-772.279,1022.91,139.66,-711.665,1204,135.11,-591.998,1201.84,88.4265,-666.997,1255.69,508.227,-735.523,1007.41,503.813,-716.975,1035.36,952.109,-666.421,1284.88,940.644,-657.535,1161.83,1132.75,-655.125,1177.91,1331.7,-760.921,984.287,1468.85,-695.726,1407.73,1438.4,-785.669,1497.24,1123.17,-885.323,901.012,1155.54,-807.353,940.035,924.412,-711.742,1498.59,892.956,-569.473,1194.4,1738.08
215,0,-654.443,958.842,95.8186,-772.107,1023.09,139.978,-711.647,1204.05,135.044,-591.998,1201.88,88.4066,-666.459,1256.11,508.122,-733.958,1007.02,504.001,-716.328,1035.3,952.516,-665.676,1285.15,940.455,-656.815,1162.34,1132.96,-654.812,1178.49,1331.71,-761.13,986.171,1468.74,-695.286,1408.71,1437.99,-786.06,1498.73,1123.17,-884.416,899.786,1156.93,-807.349,940.293,924.661,-712.73,1501.31,893.209,-569.325,1195.68,1738.15
216,0,-654.794,958.555,96.5431,-772.569,1023.68,140.313,-711.601,1204.16,135.021,-591.953,1201.96,88.3869,-665.61,1256.68,508.285,-732.67,1006.76,504.141,-715.856,1035.56,952.769,-664.856,1285.4,940.275,-656.35,1162.6,1132.99,-654.665,1179.09,1331.68,-761.27,986.53,1469.62,-694.715,1409.84,1437.68,-786.321,1500.17,1123.07,-886.279,904.692,1155.55,-807.316,940.52,925.022,-713.548,1503.58,893.126,-569.271,1197,1738.25
217,0,-655.343,958.307,97.3592,-772.633,1024.01,140.731,-711.607,1204.29,135.11,-591.929,1202,88.3009,-665.101,1256.95,508.203,-730.547,1006.53,504.273,-715.409,1035.67,953.308,-663.765,1285.9,940.354,-655.63,1163.25,1133.35,-654.296,1179.78,1331.78,-761.347,987.831,1469.88,-694.262,1410.76,1437.26,-786.435,1501.34,1122.96,-886.658,906.535,1155.53,-807.331,940.628,925.292,-714.077,1505.52,893.146,-569.283,1198.23,1738.39
218,0,-655.931,957.851,97.8443,-772.678,1024.23,140.983,-711.403,1204.31,135.034,-591.898,1202.08,88.237,-664.486,1257.02,507.949,-728.591,1005.88,504.438,-714.632,1036.25,953.627,-662.821,1286.14,940.299,-655.138,1163.59,1133.42,-653.876,1180.53,1331.92,-761.615,989.244,1469.59,-693.687,1411.8,1436.9,-786.493,1502.3,1122.64,-886.931,908.274,1155.79,-807.256,940.784,925.615,-714.413,1507.17,892.715,-569.377,1199.35,1738.52
219,0,-656.72,957.247,98.268,-773.061,1024.45,141.169,-711.394,1204.49,135.101,-591.896,1202.19,88.2072,-663.951,1257.08,507.777,-726.849,1005.56,504.736,-713.849,1036.6,953.873,-662.021,1286.23,940.188,-654.638,1163.99,1133.6,-653.557,1181.12,1331.91,-761.501,990.437,1470.09,-693.172,1412.65,1436.45,-786.425,1503.1,1122.35,-887.274,909.091,1156.31,-807.209,940.919,925.919,-714.284,1508.54,892.505,-569.515,1200.61,1738.78
220,0,-657.925,956.59,98.781,-773.687,1024.93,141.378,-711.337,1204.63,135.065,-591.889,1202.22,88.1669,-663.178,1257.26,507.656,-724.736,1004.81,504.95,-713.243,1036.88,954.121,-661.214,1286.32,940.071,-654.191,1164.34,1133.74,-653.203,1181.72,1331.99,-761.719,991.151,1471.26,-692.498,1413.73,1436.21,-786.199,1503.82,1122,-887.599,909.743,1156.86,-807.188,940.967,926.25,-714.239,1509.41,891.98,-569.7,1201.76,1739.04
221,0,-659.494,956.049,98.6771,-775.155,1026.02,141.324,-711.252,1204.81,135.068,-591.892,1202.32,88.1925,-662.526,1257.53,507.552,-722.479,1004.35,505.403,-712.607,1037.03,954.506,-660.34,1286.36,939.895,-653.752,1164.63,1133.87,-652.775,1182.36,1332.15,-761.82,992.317,1471.41,-692.083,1414.4,1435.64,-785.811,1504.42,1121.49,-888.139,910.515,1157.33,-807.054,940.915,926.7,-713.716,1510.18,891.545,-569.965,1202.73,1739.32
222,0,-661.175,955.981,98.6007,-776.14,1026.4,141.103,-711.255,1204.93,135.025,-591.92,1202.42,88.2368,-661.832,1257.94,507.359,-720.532,1003.55,505.638,-712.074,1037.13,954.84,-659.258,1286.53,939.826,-653.359,1164.87,1134.03,-652.498,1182.85,1332.25,-762.069,992.883,1471.64,-691.557,1415.26,1435.21,-785.263,1504.74,1120.98,-888.936,911.713,1157.83,-807.031,940.757,927.07,-713.026,1510.7,890.913,-570.318,1203.94,1739.7
223,0,-662.958,956.15,98.3667,-777.538,1026.97,141.214,-711.194,1205.07,134.999,-591.928,1202.48,88.2587,-660.97,1258.19,507.514,-718.249,1002.67,506.103,-711.169,1037.22,955.474,-658.198,1286.6,939.787,-652.84,1165.08,1134.18,-652.112,1183.41,1332.42,-762.591,993.899,1471.94,-690.882,1416.27,1434.97,-784.637,1504.99,1120.4,-888.836,911.345,1159.09,-806.92,940.448,927.551,-711.97,1510.94,890.234,-570.735,1204.97,1740.05
224,0,-665.348,956.398,97.61,-778.17,1028.76,141.973,-711.178,1205.24,134.958,-591.975,1202.51,88.2541,-660.541,1258.58,507.68,-715.96,1002.12,506.491,-710.31,1037.3,956.048,-657.071,1286.66,939.806,-652.441,1165,1134.15,-651.822,1183.87,1332.59,-763.162,995.086,1472.23,-690.356,1417,1434.58,-783.803,1505.19,1119.85,-889.7,912.843,1159.07,-806.922,939.909,927.988,-710.518,1511.37,890.126,-571.133,1205.85,1740.36
225,0,-667.876,956.9,96.8501,-779.445,1030.18,142.402,-711.051,1205.45,134.931,-591.939,1202.65,88.2816,-659.536,1258.92,507.543,-713.542,1001.26,507.202,-709.497,1037.34,956.604,-656.187,1286.4,939.625,-651.861,1165.08,1134.42,-651.59,1184.16,1332.71,-763.725,995.64,1472.46,-689.703,1417.79,1434.2,-782.824,1505.23,1119.02,-890.54,913.933,1159.01,-807.039,939.182,928.459,-709.038,1511.16,889.428,-571.573,1206.8,1740.72
226,0,-670.482,957.835,96.1373,-780.766,1031.81,142.681,-711.004,1205.64,134.869,-591.893,1202.84,88.2332,-660.17,1258.31,506.594,-711.076,1000.49,507.661,-708.328,1037.56,957.202,-655.204,1286.21,939.567,-651.22,1165.01,1134.61,-651.427,1184.37,1332.84,-764.413,997.568,1472.19,-689.017,1418.38,1433.73,-781.72,1505.07,1118.19,-891.621,915.688,1158.79,-807.086,938.507,928.831,-707.118,1511.08,889.058,-572.023,1207.62,1741.03
227,0,-673.382,958.893,95.3737,-782.318,1033.88,143.304,-710.929,1205.76,134.806,-591.682,1203,88.0333,-659.306,1258.28,506.623,-708.29,999.565,508.386,-707.425,1037.59,957.774,-654.017,1286.1,939.606,-650.468,1165.11,1135.02,-651.254,1184.58,1333.06,-765.435,998.661,1472.51,-688.185,1418.92,1433.19,-780.345,1504.95,1117.28,-892.524,917.146,1159.01,-807.377,937.595,929.326,-705.172,1510.82,888.745,-572.468,1208.35,1741.34
228,0,-676.678,960.197,94.4137,-784.017,1036.07,143.983,-710.795,1205.83,134.754,-591.487,1203.2,87.7219,-658.265,1258.24,506.685,-705.347,998.815,509.041,-706.667,1037.46,958.388,-652.98,1285.89,939.501,-649.908,1164.85,1135.24,-651.044,1184.68,1333.25,-766.086,999.306,1473.61,-687.385,1419.45,1432.7,-778.826,1504.74,1116.41,-893.361,918.664,1159.23,-807.694,936.26,929.829,-702.6,1510.03,887.7,-572.96,1209.06,1741.64
229,0,-679.875,961.899,93.5708,-785.686,1038.19,144.858,-710.643,1205.94,134.725,-591.162,1203.36,87.4759,-657.231,1258.28,506.775,-702.442,997.922,510.04,-705.769,1037.36,959.113,-651.841,1285.75,939.512,-649.302,1164.49,1135.41,-650.859,1184.74,1333.51,-767.094,999.328,1474.66,-686.451,1419.99,1432.26,-777.053,1504.45,1115.37,-894.331,917.923,1160.6,-808.127,934.822,930.775,-700.031,1509.32,887.161,-573.415,1209.63,1742.02
230,0,-683.535,963.462,92.351,-787.602,1040.94,145.749,-710.536,1206.04,134.694,-590.94,1203.54,87.2552,-656.371,1258.28,506.843,-699.003,996.914,511.095,-704.815,1037.35,959.77,-650.881,1285.43,939.409,-648.615,1164.1,1135.69,-650.591,1184.76,1333.82,-768.036,1000.31,1474.95,-685.535,1420.36,1431.75,-774.978,1504.23,1114.37,-895.607,917.113,1161.95,-808.481,933.628,931.51,-697.145,1508.35,886.226,-574.013,1210.17,1742.38
231,0,-687.166,965.636,91.2659,-789.292,1043.53,147.155,-710.522,1206.17,134.615,-590.786,1203.75,87.1185,-655.601,1258.18,506.895,-695.771,996.163,511.88,-703.789,1037.42,960.536,-649.749,1285.32,939.517,-647.946,1163.62,1136.04,-650.343,1184.59,1334.09,-769.098,1001.19,1475.12,-684.514,1420.67,1431.25,-772.635,1503.81,1113.28,-897.079,917.958,1162.16,-808.798,932.396,932.402,-693.817,1507.31,885.596,-574.626,1210.58,1742.74
232,0,-690.936,968.015,90.0627,-791.265,1046.02,148.398,-710.458,1206.34,134.649,-590.644,1203.93,87.0445,-654.794,1258.03,506.963,-692.11,995.378,512.87,-702.499,1037.63,961.333,-648.714,1285.03,939.447,-647.24,1163.08,1136.42,-650.119,1184.34,1334.37,-770.262,1001.35,1475.86,-683.428,1420.88,1430.72,-770.074,1503.53,1112.29,-898.245,918.249,1162.67,-809.461,930.525,933.333,-690.306,1506.24,884.872,-575.273,1211.06,1743.26
